TGL,DATE,TIME,pH,DO,COND,TURB,TEMP,NH4,BOD,TSS,COD,NO3
1/11/2022 14:00,1/11/2022,14:00,8.02,0,0.3,18.7,27.3,0.27,24.78,5.69,103.45,7.72
1/11/2022 15:00,1/11/2022,15:00,8.04,0,0.3,18,27.9,0.28,24.77,5.35,103.45,8.06
1/11/2022 16:00,1/11/2022,16:00,8.03,0,0.3,17.2,28.2,0.29,24.74,5.1,103.29,8.13
1/11/2022 17:00,1/11/2022,17:00,8.04,0.01,0.3,17.8,28.3,0.3,24.7,5.05,103.13,7.95
1/11/2022 18:00,1/11/2022,18:00,8.06,0.02,0.3,17.6,28.3,0.29,24.66,4.22,102.99,7.75
1/11/2022 19:00,1/11/2022,19:00,8.07,0.03,0.3,17.5,28.2,0.28,24.63,3.88,102.85,7.94
1/11/2022 20:00,1/11/2022,20:00,8.07,0.03,0.3,17.3,28,0.28,24.58,4.11,102.64,7.78
1/11/2022 21:00,1/11/2022,21:00,8.07,0.03,0.3,17.1,27.7,0.27,24.54,3.37,102.5,7.71
1/11/2022 22:00,1/11/2022,22:00,8.07,0.04,0.3,16.9,27.5,0.27,24.5,3.03,102.3,7.8
1/11/2022 23:00,1/11/2022,23:00,8.07,0.06,0.3,16.5,27.2,0.27,24.47,2.66,102.2,7.8
1/12/2022 0:00,1/12/2022,0:00,8.07,0.06,0.3,16.5,27,0.26,24.43,2.52,102.03,7.75
1/12/2022 1:00,1/12/2022,1:00,8.08,0.05,0.3,16.4,26.7,0.26,24.37,2.21,101.78,7.72
1/12/2022 2:00,1/12/2022,2:00,8.08,0.07,0.3,16.5,26.4,0.26,24.34,2.04,101.66,7.74
1/12/2022 3:00,1/12/2022,3:00,8.08,0.07,0.3,16.5,26.1,0.26,24.3,1.61,101.51,7.8
1/12/2022 4:00,1/12/2022,4:00,8.08,0.06,0.3,16.3,25.9,0.26,24.24,2.14,101.26,7.8
1/12/2022 5:00,1/12/2022,5:00,8.08,0.06,0.3,16.2,25.7,0.26,24.13,5.2,100.8,7.91
1/12/2022 6:00,1/12/2022,6:00,8.09,0.05,0.3,16.2,25.5,0.26,24.17,1.43,100.99,8.36
1/12/2022 7:00,1/12/2022,7:00,8.09,0.04,0.3,16.4,25.3,0.26,24.14,1.41,100.84,8.09
1/12/2022 8:00,1/12/2022,8:00,8.08,0.03,0.3,16.3,25.3,0.26,24.1,1.2,100.7,8.06
1/12/2022 9:00,1/12/2022,9:00,8.1,0.01,0.3,16.3,25.3,0.27,24.07,1.13,100.57,8.12
1/12/2022 10:00,1/12/2022,10:00,8.09,0,0.3,16.2,25.4,0.25,24.03,0.85,100.41,8.09
1/12/2022 11:00,1/12/2022,11:00,8.07,0,0.3,15.9,25.6,0.24,24.03,1.16,100.41,7.93
1/12/2022 12:00,1/12/2022,12:00,8.11,0,0.3,16,26,0.25,23.99,0.82,100.24,8.21
1/12/2022 13:00,1/12/2022,13:00,8.1,0,0.3,16,26.4,0.25,23.98,0.64,100.18,8.3
1/12/2022 14:00,1/12/2022,14:00,8.09,0,0.3,15.9,26.9,0.25,23.97,0.55,100.16,8.38
1/12/2022 15:00,1/12/2022,15:00,8.13,0,0.3,15.7,27.5,0.25,23.98,0.53,100.2,8.58
1/12/2022 16:00,1/12/2022,16:00,8.11,0,0.3,15,28,0.24,23.99,0.64,100.24,8.6
1/12/2022 17:00,1/12/2022,17:00,8.11,0,0.3,15.4,28.4,0.25,24,0.43,100.29,8.67
1/12/2022 18:00,1/12/2022,18:00,8.1,0.01,0.3,15.6,28.5,0.25,23.99,0.4,100.24,8.52
1/12/2022 19:00,1/12/2022,19:00,8.11,0.03,0.3,15.4,28.5,0.25,24,0.44,100.28,8.26
1/12/2022 20:00,1/12/2022,20:00,8.11,0.05,0.3,15.6,28.4,0.24,24,0.57,100.29,8.38
1/12/2022 21:00,1/12/2022,21:00,8.11,0.05,0.3,15.7,28.3,0.24,23.99,1.14,100.23,8.77
1/12/2022 22:00,1/12/2022,22:00,8.11,0.05,0.3,15.3,28.1,0.24,23.98,0.39,100.2,8.48
1/12/2022 23:00,1/12/2022,23:00,8.1,0.06,0.3,15.3,27.9,0.23,23.97,0.28,100.17,8.94
1/13/2022 0:00,1/13/2022,0:00,8.1,0.08,0.3,15.2,27.5,0.23,23.96,0.3,100.13,9.22
1/13/2022 1:00,1/13/2022,1:00,8.1,0.08,0.3,15.1,27.2,0.22,23.95,0.36,100.06,9.17
1/13/2022 2:00,1/13/2022,2:00,8.1,0.09,0.3,15.2,26.9,0.22,23.93,0.1,100,9.17
1/13/2022 3:00,1/13/2022,3:00,8.09,0.09,0.3,15.5,26.6,0.21,23.92,0.48,99.93,9.17
1/13/2022 4:00,1/13/2022,4:00,8.1,0.09,0.3,15.4,26.3,0.21,23.9,0,99.88,9.22
1/13/2022 5:00,1/13/2022,5:00,8.1,0.07,0.3,15.4,26,0.21,23.88,0,99.8,9.29
1/13/2022 6:00,1/13/2022,6:00,8.1,0.07,0.3,15.1,25.8,0.21,23.87,0,99.74,9.21
1/13/2022 7:00,1/13/2022,7:00,8.1,0.05,0.3,15.6,25.6,0.21,23.85,0,99.64,9.31
1/13/2022 8:00,1/13/2022,8:00,8.11,0.03,0.3,15.2,25.5,0.21,23.82,0,99.55,9.22
1/13/2022 9:00,1/13/2022,9:00,8.11,0.01,0.3,15.4,25.6,0.21,23.84,0,99.61,9.27
1/13/2022 10:00,1/13/2022,10:00,8.13,0,0.3,15.2,25.7,0.2,23.82,0,99.55,9.2
1/13/2022 11:00,1/13/2022,11:00,8.13,0,0.3,15.4,26,0.18,23.82,0,99.52,9.15
1/13/2022 12:00,1/13/2022,12:00,8.35,4.08,0.6,9,26.4,0.03,0,82.9,0,1.7
1/13/2022 13:00,1/13/2022,13:00,7.9,0.16,0.4,85.5,30.9,0.18,41.43,120.83,171.61,8.33
1/13/2022 14:00,1/13/2022,14:00,7.87,0.16,0.4,39.9,31.3,0.19,39.5,49.02,163.72,8.88
1/13/2022 15:00,1/13/2022,15:00,7.92,0.11,0.4,25.2,32.1,0.23,43.75,32.95,181.14,10.61
1/13/2022 16:00,1/13/2022,16:00,7.93,0.12,0.4,21.9,32.3,0.2,43.31,25.6,179.33,10.75
1/13/2022 17:00,1/13/2022,17:00,7.91,0.12,0.4,14.7,32.2,0.19,42.82,15.38,177.32,10.44
1/13/2022 18:00,1/13/2022,18:00,7.86,0.08,0.5,12.8,32.1,0.21,45.02,12.69,186.33,11.39
1/13/2022 19:00,1/13/2022,19:00,7.87,0.09,0.5,11.4,31.9,0.21,46.18,10.71,191.09,12.08
1/13/2022 20:00,1/13/2022,20:00,7.87,0.09,0.5,11.7,31.7,0.21,46.74,8.91,193.35,12.13
1/13/2022 21:00,1/13/2022,21:00,7.86,0.09,0.5,11.1,31.5,0.21,46.81,9.02,193.66,12.05
1/13/2022 22:00,1/13/2022,22:00,7.87,0.09,0.4,10.4,31.2,0.19,42.86,6.98,177.49,11.19
1/13/2022 23:00,1/13/2022,23:00,7.86,0.06,0.4,11.6,30.8,0.2,42.61,8.38,176.46,10.64
1/14/2022 0:00,1/14/2022,0:00,7.84,0.09,0.4,10.8,30.7,0.21,43.47,7.77,179.97,11.25
1/14/2022 1:00,1/14/2022,1:00,7.83,0.08,0.4,10.1,30.7,0.2,43.87,6.83,181.62,11.13
1/14/2022 2:00,1/14/2022,2:00,7.86,0.1,0.4,11.1,30.5,0.2,42.92,6.34,177.71,10.77
1/14/2022 3:00,1/14/2022,3:00,7.87,0.1,0.4,12.5,30.3,0.21,42.25,9.09,175,10.19
1/14/2022 4:00,1/14/2022,4:00,7.86,0.06,0.4,20.7,30.3,0.21,42.58,8.06,176.31,10.42
1/14/2022 5:00,1/14/2022,5:00,7.83,0.13,0.4,11.2,30.3,0.22,43.93,7.38,181.85,10.57
1/14/2022 6:00,1/14/2022,6:00,7.83,0.12,0.5,10.6,30.5,0.21,45.33,6.84,187.6,10.75
1/14/2022 7:00,1/14/2022,7:00,7.84,0.08,0.4,10.3,30.3,0.18,42.61,5.5,176.45,10.04
1/14/2022 8:00,1/14/2022,8:00,7.81,0.06,0.5,10.6,30.4,0.21,45.82,6.15,189.58,10.57
1/14/2022 9:00,1/14/2022,9:00,7.84,0.06,0.4,10.6,30.2,0.2,44.27,5.8,183.25,10.27
1/14/2022 10:00,1/14/2022,10:00,7.85,0.08,0.4,10.1,30.4,0.21,44.81,7.04,185.46,10.46
1/14/2022 11:00,1/14/2022,11:00,7.84,0.06,0.5,11.4,30.9,0.2,46.75,9.91,193.41,10.95
1/14/2022 12:00,1/14/2022,12:00,7.86,0.07,0.4,11.5,31.2,0.21,44.48,9.38,184.1,10.24
1/14/2022 13:00,1/14/2022,13:00,7.88,0.01,0.5,12,31.9,0.26,45.7,11.98,189.1,10.31
1/14/2022 14:00,1/14/2022,14:00,7.92,0,0.5,11.5,32.4,0.28,46.73,12.64,193.33,10.77
1/14/2022 15:00,1/14/2022,15:00,7.95,0,0.5,10.9,32.8,0.27,48.48,11.34,200.47,11.34
1/14/2022 16:00,1/14/2022,16:00,7.94,0.02,0.5,13.1,32.9,0.26,48.61,12.92,201.04,11.57
1/14/2022 17:00,1/14/2022,17:00,7.93,0.01,0.5,11.2,32.6,0.24,47.87,9.21,197.97,10.97
1/14/2022 18:00,1/14/2022,18:00,7.86,0.02,0.5,10,32.4,0.24,48.5,6.64,200.58,11.29
1/14/2022 19:00,1/14/2022,19:00,7.85,0.02,0.5,9.8,32.1,0.23,48.56,5.57,200.8,11.14
1/14/2022 20:00,1/14/2022,20:00,7.87,0.03,0.5,10.6,31.8,0.22,48.48,6.35,200.5,10.09
1/14/2022 21:00,1/14/2022,21:00,7.87,0.02,0.4,26.8,31,0.22,45.08,11.22,186.56,9.6
1/14/2022 22:00,1/14/2022,22:00,7.85,0.02,0.4,21.4,29.6,0.22,37.83,17,156.88,8.82
1/14/2022 23:00,1/14/2022,23:00,7.84,0.01,0.4,20,29.4,0.2,36.66,18.39,152.12,8.65
1/15/2022 0:00,1/15/2022,0:00,7.82,0.01,0.4,18.8,29.5,0.19,36.72,15.62,152.33,9.81
1/15/2022 1:00,1/15/2022,1:00,7.8,0.04,0.4,17.3,29.6,0.22,38.78,13.67,160.76,10.13
1/15/2022 2:00,1/15/2022,2:00,7.81,0.04,0.4,17.6,29.7,0.23,40.44,14.95,167.56,10.22
1/15/2022 3:00,1/15/2022,3:00,7.84,0.04,0.4,19.1,29.6,0.24,39.45,15.06,163.52,9.39
1/15/2022 4:00,1/15/2022,4:00,7.81,0.03,0.4,15.4,29.8,0.23,40.7,11.55,168.62,9.66
1/15/2022 5:00,1/15/2022,5:00,7.8,0.04,0.4,16.3,29.7,0.23,41.26,11.34,170.95,9.69
1/15/2022 6:00,1/15/2022,6:00,7.81,0.03,0.4,15.1,29.7,0.22,41.07,10.11,170.17,9.71
1/15/2022 7:00,1/15/2022,7:00,7.82,0.04,0.4,14.5,29.7,0.23,42.03,8.76,174.08,9.82
1/15/2022 8:00,1/15/2022,8:00,7.82,0.06,0.4,15,29.7,0.24,42.26,9.29,175.03,9.72
1/15/2022 9:00,1/15/2022,9:00,7.82,0.05,0.4,16.9,29.6,0.2,40.46,10.52,167.64,10.02
1/15/2022 10:00,1/15/2022,10:00,7.86,0.05,0.4,16.3,29.9,0.19,40.5,10.31,167.82,9.89
1/15/2022 11:00,1/15/2022,11:00,7.87,0.03,0.4,19.9,30.3,0.2,41.07,16.57,170.14,10.47
1/15/2022 12:00,1/15/2022,12:00,7.87,0.03,0.5,17.1,31.4,0.23,44.71,12.98,185.05,10.91
1/15/2022 13:00,1/15/2022,13:00,7.94,0.03,0.4,14,32.2,0.23,43.25,8.08,179.08,9.34
1/15/2022 14:00,1/15/2022,14:00,7.93,0.06,0.4,12.7,32.6,0.2,42.85,4.25,177.46,8.97
1/15/2022 15:00,1/15/2022,15:00,7.9,0.06,0.5,11.2,32.6,0.23,46.35,3.81,191.76,10.99
1/15/2022 16:00,1/15/2022,16:00,7.92,0.03,0.5,12.2,32.3,0.25,47.22,5.75,195.34,11.29
1/15/2022 17:00,1/15/2022,17:00,7.89,0.06,0.5,11.2,32.2,0.25,47.82,3.89,197.79,10.98
1/15/2022 18:00,1/15/2022,18:00,7.87,0.06,0.5,12.3,32.1,0.24,48.06,3.56,198.77,10.83
1/15/2022 19:00,1/15/2022,19:00,7.87,0.06,0.5,11.2,31.9,0.24,48.9,3.36,202.22,10.89
1/15/2022 20:00,1/15/2022,20:00,7.89,0.06,0.5,11.8,31.6,0.23,47.19,2.58,195.22,9.6
1/15/2022 21:00,1/15/2022,21:00,7.88,0.07,0.5,11.3,31.4,0.24,46.72,3.07,193.29,10.46
1/15/2022 22:00,1/15/2022,22:00,7.87,0.08,0.5,11.7,31.3,0.23,46.45,2.42,192.19,10.51
1/15/2022 23:00,1/15/2022,23:00,7.84,0.09,0.5,11.8,31.2,0.23,46.18,3.01,191.08,10.6
1/16/2022 0:00,1/16/2022,0:00,7.85,0.09,0.5,12.2,31.1,0.22,45.86,3.39,189.77,10.79
1/16/2022 1:00,1/16/2022,1:00,7.87,0.14,0.4,17.6,30.3,0.2,41,9.5,169.86,8.73
1/16/2022 2:00,1/16/2022,2:00,7.86,0.09,0.4,26.1,30.1,0.18,40.11,25.62,166.21,8.91
1/16/2022 3:00,1/16/2022,3:00,7.86,0.14,0.4,29.4,30,0.18,39.96,25.75,165.62,9.21
1/16/2022 4:00,1/16/2022,4:00,7.86,0.13,0.4,25.9,29.9,0.17,40.02,24.12,165.86,9.6
1/16/2022 5:00,1/16/2022,5:00,7.85,0.13,0.5,20.2,30.7,0.21,45.71,15.77,189.14,10.24
1/16/2022 6:00,1/16/2022,6:00,7.87,0.06,0.5,17,30.8,0.2,45.89,9.7,189.87,9.82
1/16/2022 7:00,1/16/2022,7:00,7.86,0.08,0.5,16,30.7,0.22,47.59,7.32,196.83,10.25
1/16/2022 8:00,1/16/2022,8:00,7.87,0.04,0.5,12.9,30.9,0.24,49.43,4.66,204.38,10.29
1/16/2022 9:00,1/16/2022,9:00,7.86,0.05,0.5,13.4,31.1,0.23,49.53,4.23,204.78,10.07
1/16/2022 10:00,1/16/2022,10:00,7.9,0.08,0.5,13.9,31.5,0.23,48.89,3.53,202.16,10.35
1/16/2022 11:00,1/16/2022,11:00,7.89,0.05,0.5,13.1,31.7,0.21,47.25,3.2,195.44,8.26
1/16/2022 12:00,1/16/2022,12:00,7.88,0.04,0.5,12.5,31.6,0.2,42.86,3.11,177.48,7.82
1/16/2022 13:00,1/16/2022,13:00,7.97,0.06,0.5,13.4,32.1,0.28,44.3,4.22,183.41,10.16
1/16/2022 14:00,1/16/2022,14:00,8,0.11,0.5,13.7,32.3,0.3,43.96,4.44,181.98,9.85
1/16/2022 15:00,1/16/2022,15:00,8.02,0.04,0.5,13,32.1,0.3,44.78,2.86,185.33,10.22
1/16/2022 16:00,1/16/2022,16:00,8.03,0.02,0.5,12.9,31.9,0.31,46.8,3.38,193.6,10.23
1/16/2022 17:00,1/16/2022,17:00,8.02,0.02,0.5,13.2,31.7,0.32,46.42,3.19,192.07,10.16
1/16/2022 18:00,1/16/2022,18:00,8.05,0,0.5,13.1,30.9,0.35,45.74,2.31,189.28,9.79
1/16/2022 19:00,1/16/2022,19:00,8.06,0,0.5,12.4,30.2,0.37,45.24,1.28,187.22,9.46
1/16/2022 20:00,1/16/2022,20:00,8.07,0,0.5,12,29.6,0.39,44.79,0.5,185.39,9.26
1/16/2022 21:00,1/16/2022,21:00,8.09,0,0.5,12.1,29.1,0.4,44.41,0,183.83,8.99
1/16/2022 22:00,1/16/2022,22:00,8.11,0,0.5,11.1,28.6,0.42,44.09,0,182.51,8.66
1/16/2022 23:00,1/16/2022,23:00,8.12,0,0.5,11,28.2,0.43,43.77,0,181.22,8.42
1/17/2022 0:00,1/17/2022,0:00,8.13,0,0.5,10.6,27.8,0.44,43.53,0,180.21,8.42
1/17/2022 1:00,1/17/2022,1:00,8.15,0,0.5,10.1,27.6,0.46,43.43,0,179.83,9.17
1/17/2022 2:00,1/17/2022,2:00,8.1,0.03,0.4,17.8,28.6,0.23,35.76,9.27,148.41,8.81
1/17/2022 3:00,1/17/2022,3:00,7.96,0.1,0.4,20.5,28.6,0.18,30.41,13.03,126.5,9.25
1/17/2022 4:00,1/17/2022,4:00,7.95,0.04,0.4,25.5,28.7,0.2,33.26,23.29,138.17,9.72
1/17/2022 5:00,1/17/2022,5:00,7.96,0.07,0.4,20.8,28.6,0.21,33.73,14.58,140.12,9.9
1/17/2022 6:00,1/17/2022,6:00,7.94,0.06,0.4,18.5,28.4,0.21,33.67,11.42,139.84,9.96
1/17/2022 7:00,1/17/2022,7:00,7.97,0.06,0.4,17.1,28.2,0.2,32.58,9.15,135.41,9.26
1/17/2022 8:00,1/17/2022,8:00,7.97,0.04,0.4,16.9,28.6,0.23,35.4,9.75,146.92,10.4
1/17/2022 9:00,1/17/2022,9:00,8,1.65,0.3,20,29.7,0.09,34.96,20.61,145.12,9.6
1/17/2022 10:00,1/17/2022,10:00,7.96,0.26,0.4,16,29.6,0.2,33.51,13.72,139.2,10.28
1/17/2022 11:00,1/17/2022,11:00,7.94,0.13,0.4,18.9,30,0.23,36.25,18.07,150.43,11.1
1/17/2022 12:00,1/17/2022,12:00,7.94,0.09,0.4,16.8,30.5,0.24,37.26,16.17,154.56,11.64
1/17/2022 13:00,1/17/2022,13:00,7.95,0.03,0.4,15.7,31.1,0.26,36.46,14.05,151.26,10.53
1/17/2022 14:00,1/17/2022,14:00,8.03,0.05,0.4,14.5,31.9,0.31,39.65,14.4,164.33,12.07
1/17/2022 15:00,1/17/2022,15:00,8.06,0.03,0.5,12.1,32.5,0.36,47.05,12.02,194.63,13.09
1/17/2022 16:00,1/17/2022,16:00,8.07,0.04,0.6,11.1,32.7,0.4,50.28,11.63,207.84,12.98
1/17/2022 17:00,1/17/2022,17:00,8.08,0.02,0.6,11.1,32.5,0.43,50.12,11.52,207.2,12.47
1/17/2022 18:00,1/17/2022,18:00,8.06,0.02,0.6,10.1,32.3,0.43,50.18,9.76,207.45,12.62
1/17/2022 19:00,1/17/2022,19:00,8.03,0.03,0.6,9.8,32.1,0.43,50.87,8.2,210.26,12.93
1/17/2022 20:00,1/17/2022,20:00,7.99,0.07,0.5,9.9,31.4,0.38,44.56,6.06,184.43,10.64
1/17/2022 21:00,1/17/2022,21:00,8,0.01,0.4,19.7,30,0.37,36.63,16.12,151.98,10.31
1/17/2022 22:00,1/17/2022,22:00,8.01,0.01,0.4,17.8,29.3,0.4,36.07,13.84,149.7,9.55
1/17/2022 23:00,1/17/2022,23:00,8.01,0.01,0.4,16.4,28.6,0.43,35.86,13.33,148.82,9.15
1/18/2022 0:00,1/18/2022,0:00,8.02,0,0.4,16.3,28.1,0.45,35.82,12.92,148.68,9.02
1/18/2022 1:00,1/18/2022,1:00,8.01,0,0.3,81.4,27.8,0.43,33.37,35.08,138.61,9.09
1/18/2022 2:00,1/18/2022,2:00,8,0.08,0.3,78.6,27.9,0.22,34.5,104.39,143.25,8.92
1/18/2022 3:00,1/18/2022,3:00,7.88,0.08,0.3,85.1,27.8,0.18,33.28,111.89,138.28,9.21
1/18/2022 4:00,1/18/2022,4:00,7.78,0.15,0.3,76.3,28,0.18,34.19,101.31,141.97,8.67
1/18/2022 5:00,1/18/2022,5:00,7.81,0.1,0.3,67,27.5,0.19,32.49,84.73,135.02,8.36
1/18/2022 6:00,1/18/2022,6:00,7.83,0.06,0.3,58.3,27,0.2,31.3,71.83,130.15,7.62
1/18/2022 7:00,1/18/2022,7:00,7.85,0.05,0.3,52.5,26.6,0.22,30.21,63.24,125.7,7.4
1/18/2022 8:00,1/18/2022,8:00,7.86,0.03,0.3,47.3,26.4,0.23,29.27,53.77,121.86,7.32
1/18/2022 9:00,1/18/2022,9:00,7.87,0.03,0.3,38.1,26.2,0.25,28.4,46.13,118.27,7.47
1/18/2022 10:00,1/18/2022,10:00,7.9,0,0.3,32.4,26.2,0.25,27.68,40.23,115.35,7.54
1/18/2022 11:00,1/18/2022,11:00,7.9,0,0.3,22.4,26.3,0.24,27.24,34.98,113.52,7.3
1/18/2022 12:00,1/18/2022,12:00,7.92,0,0.3,22.8,26.5,0.25,26.56,29.71,110.76,7.26
1/18/2022 13:00,1/18/2022,13:00,7.91,0,0.3,23.6,26.8,0.25,26,25.53,108.44,7.26
1/18/2022 14:00,1/18/2022,14:00,7.94,0,0.3,21.7,27.3,0.26,25.48,21.39,106.33,7.32
1/18/2022 15:00,1/18/2022,15:00,7.96,0,0.3,21.6,27.7,0.26,25.18,17.94,105.09,7.35
1/18/2022 16:00,1/18/2022,16:00,7.97,0,0.3,20.2,28.1,0.26,24.9,15.53,103.97,7.26
1/18/2022 17:00,1/18/2022,17:00,7.96,0,0.3,18.2,28.3,0.26,24.63,14.22,102.83,7.19
1/18/2022 18:00,1/18/2022,18:00,7.97,0,0.3,17.1,28.4,0.27,24.47,12.69,102.21,7.32
1/18/2022 19:00,1/18/2022,19:00,7.98,0.01,0.3,18.2,28.3,0.28,24.36,10.86,101.76,7.9
1/18/2022 20:00,1/18/2022,20:00,7.99,0.01,0.3,18.7,28.2,0.28,24.21,8.79,101.12,7.95
1/18/2022 21:00,1/18/2022,21:00,7.99,0.02,0.3,17.8,28,0.28,24.05,8.28,100.47,8.07
1/18/2022 22:00,1/18/2022,22:00,8,0.02,0.3,17.2,27.8,0.29,23.92,7.34,99.95,8.1
1/18/2022 23:00,1/18/2022,23:00,8,0.03,0.3,16.7,27.6,0.29,23.78,6.31,99.39,8.09
1/19/2022 0:00,1/19/2022,0:00,8,0.03,0.3,16.1,27.3,0.29,23.67,5.83,98.94,8.1
1/19/2022 1:00,1/19/2022,1:00,8,0.01,0.3,15.9,27,0.28,23.6,5.23,98.65,8.16
1/19/2022 2:00,1/19/2022,2:00,8.01,0.02,0.3,15.7,26.7,0.29,23.5,4.4,98.24,8.19
1/19/2022 3:00,1/19/2022,3:00,8.01,0.03,0.3,15.1,26.4,0.28,23.43,3.8,97.94,8.19
1/19/2022 4:00,1/19/2022,4:00,8.02,0.02,0.3,14.8,26.1,0.28,23.3,3.27,97.43,8.22
1/19/2022 5:00,1/19/2022,5:00,8.02,0.03,0.3,14.3,25.9,0.28,23.23,2.78,97.13,8.27
1/19/2022 6:00,1/19/2022,6:00,8.03,0.02,0.3,14,25.7,0.28,23.18,2.57,96.92,8.29
1/19/2022 7:00,1/19/2022,7:00,8.03,0.01,0.3,13.8,25.5,0.28,23.13,2.23,96.7,8.24
1/19/2022 8:00,1/19/2022,8:00,8.04,0.04,0.3,12,25.4,0.28,23.07,1.99,96.46,8.38
1/19/2022 9:00,1/19/2022,9:00,8.03,0,0.3,13,25.4,0.27,23.01,1.68,96.23,8.34
1/19/2022 10:00,1/19/2022,10:00,8.04,0,0.3,13.1,25.6,0.26,22.94,1.65,95.94,7.93
1/19/2022 11:00,1/19/2022,11:00,8.04,0,0.3,13.1,25.8,0.25,22.9,1.13,95.76,7.95
1/19/2022 12:00,1/19/2022,12:00,8.04,0.01,0.3,12.8,26.2,0.24,22.86,1.18,95.59,7.79
1/19/2022 13:00,1/19/2022,13:00,8.06,0,0.3,12.7,26.7,0.24,22.82,0.9,95.45,7.9
1/19/2022 14:00,1/19/2022,14:00,8.06,0,0.3,11.9,27.3,0.24,22.77,0.51,95.25,8.04
1/19/2022 15:00,1/19/2022,15:00,8.09,0,0.3,11.5,27.9,0.23,22.74,0.36,95.12,8.16
1/19/2022 16:00,1/19/2022,16:00,8.11,0,0.3,11.7,28.5,0.22,22.75,0.26,95.17,8.29
1/19/2022 17:00,1/19/2022,17:00,8.08,0,0.3,10.5,28.9,0.22,22.75,0.17,95.16,8.12
1/19/2022 18:00,1/19/2022,18:00,8.08,0.01,0.3,11.3,29.1,0.22,22.75,0.07,95.16,8.11
1/19/2022 19:00,1/19/2022,19:00,8.07,0.01,0.3,11.5,29.1,0.23,22.75,0.06,95.15,8.52
1/19/2022 20:00,1/19/2022,20:00,8.08,0.01,0.3,11.5,28.9,0.22,22.73,0,95.07,8.5
1/19/2022 21:00,1/19/2022,21:00,8.08,0.01,0.3,11.5,28.7,0.23,22.71,0,95.01,8.43
1/19/2022 22:00,1/19/2022,22:00,8.08,0.01,0.3,11.5,28.5,0.23,22.69,0,94.93,8.36
1/19/2022 23:00,1/19/2022,23:00,8.07,0.02,0.3,11.4,28.2,0.22,22.68,0,94.86,8.59
1/20/2022 0:00,1/20/2022,0:00,8.07,0.02,0.3,11.4,28,0.22,22.64,0,94.72,8.8
1/20/2022 1:00,1/20/2022,1:00,8.08,0.01,0.3,11.3,27.7,0.21,22.62,0,94.62,8.9
1/20/2022 2:00,1/20/2022,2:00,8.07,0.02,0.3,11.3,27.4,0.21,22.59,0,94.5,8.87
1/20/2022 3:00,1/20/2022,3:00,8.07,0.02,0.3,11.5,27,0.2,22.57,0,94.41,8.95
1/20/2022 4:00,1/20/2022,4:00,8.07,0.02,0.3,11.3,26.7,0.2,22.54,0,94.29,8.98
1/20/2022 5:00,1/20/2022,5:00,8.07,0.02,0.3,11.4,26.4,0.19,22.52,0,94.2,9.05
1/20/2022 6:00,1/20/2022,6:00,8.07,0.01,0.3,11.4,26.2,0.19,22.49,0,94.09,8.97
1/20/2022 7:00,1/20/2022,7:00,8.08,0.02,0.3,11.3,26,0.18,22.46,0,93.97,8.86
1/20/2022 8:00,1/20/2022,8:00,8.09,0.02,0.3,10.3,25.8,0.18,22.44,0,93.9,8.69
1/20/2022 9:00,1/20/2022,9:00,8.09,0.02,0.3,10.1,25.8,0.18,22.42,0,93.83,8.62
1/20/2022 10:00,1/20/2022,10:00,8.13,0,0.3,10.3,25.7,0.18,22.41,0,93.77,8.92
1/20/2022 11:00,1/20/2022,11:00,8.1,0.03,0.3,49.1,27.4,0.16,29.9,74.13,124.44,9.47
1/20/2022 12:00,1/20/2022,12:00,7.9,0.06,0.4,24.8,31.1,0.28,0,108.82,0,7.88
1/20/2022 13:00,1/20/2022,13:00,7.91,1.19,0.5,15,31.6,0.32,42.32,15.34,175.27,9.1
1/20/2022 14:00,1/20/2022,14:00,7.93,0.99,0.5,12.3,32,0.3,43.64,11.43,180.67,9.32
1/20/2022 15:00,1/20/2022,15:00,7.97,0.85,0.5,11.1,31.9,0.3,43.6,11.14,180.51,9.17
1/20/2022 16:00,1/20/2022,16:00,7.97,0.68,0.5,12.1,31.7,0.32,42.78,12.84,177.14,8.55
1/20/2022 17:00,1/20/2022,17:00,7.98,0.55,0.5,12.3,31.4,0.33,42.75,13.83,177.03,8.42
1/20/2022 18:00,1/20/2022,18:00,7.96,0.4,0.5,12.5,31.3,0.34,43.5,13.84,180.11,8.52
1/20/2022 19:00,1/20/2022,19:00,7.99,0.4,0.4,12.6,30.8,0.39,42.03,13.5,174.09,8.77
1/20/2022 20:00,1/20/2022,20:00,7.92,0.76,0.4,11.6,30.7,0.35,41.65,10.47,172.51,9.59
1/20/2022 21:00,1/20/2022,21:00,7.9,0.99,0.4,10.7,30.7,0.35,41.69,7.32,172.68,9.87
1/20/2022 22:00,1/20/2022,22:00,7.88,1.01,0.5,10.1,30.8,0.35,43.06,5.64,178.3,10.02
1/20/2022 23:00,1/20/2022,23:00,7.87,1.17,0.5,9.5,30.8,0.35,44.06,4.7,182.37,10.11
1/21/2022 0:00,1/21/2022,0:00,7.86,1.07,0.5,8.9,30.7,0.34,44.97,5.24,186.11,10.16
1/21/2022 1:00,1/21/2022,1:00,7.86,1.26,0.5,9.5,30.6,0.34,44.61,4.47,184.66,10.39
1/21/2022 2:00,1/21/2022,2:00,7.86,1.11,0.5,9.4,30.5,0.34,44.56,3.6,184.43,10.55
