TGL,DATE,TIME,pH,DO,COND,TURB,TEMP,NH4,BOD,TSS,COD,NO3
1/21/2022 3:00,1/21/2022,3:00,7.85,1.25,0.5,8.7,30.6,0.32,44.84,2.71,185.59,10.54
1/21/2022 4:00,1/21/2022,4:00,7.84,1.26,0.5,8.4,30.5,0.32,45.52,3.11,188.35,10.42
1/21/2022 5:00,1/21/2022,5:00,7.85,1.36,0.5,9.5,30.2,0.31,43.9,4.95,181.72,9.64
1/21/2022 6:00,1/21/2022,6:00,7.85,1.3,0.5,10.6,30,0.3,42.48,6.65,175.91,9.83
1/21/2022 7:00,1/21/2022,7:00,7.84,1.25,0.5,10,30,0.32,42.93,5.61,177.78,10.01
1/21/2022 8:00,1/21/2022,8:00,7.88,1.47,0.5,10.7,30,0.34,42.86,5.77,177.5,10.24
1/21/2022 9:00,1/21/2022,9:00,7.85,1.37,0.4,10.6,30.2,0.31,40.36,6.39,167.25,9.15
1/21/2022 12:00,1/21/2022,12:00,8.15,4.05,21.2,0,26,0.23,0,69.26,0,2.94
1/21/2022 13:00,1/21/2022,13:00,7.85,0.8,0.3,41.9,31.6,0.16,31.53,100.53,131.09,18.74
1/24/2022 14:00,1/24/2022,14:00,7.84,1.39,0.3,28.9,31.6,0.16,32.1,46.19,133.44,15.64
1/24/2022 15:00,1/24/2022,15:00,7.83,1.07,0.3,19.2,32.1,0.17,34.37,19.71,142.74,15.38
1/24/2022 16:00,1/24/2022,16:00,7.83,1.54,0.3,12.8,31.7,0.19,34.58,14.36,143.57,14.93
1/24/2022 17:00,1/24/2022,17:00,7.8,1.44,0.4,12.6,31.8,0.19,38.65,14.08,160.24,15.32
1/24/2022 18:00,1/24/2022,18:00,7.78,1.35,0.4,11.7,31.6,0.18,39.85,11.82,165.17,15.17
1/24/2022 19:00,1/24/2022,19:00,7.78,1.47,0.4,12.3,31.5,0.2,42.01,13.55,174,15.13
1/24/2022 20:00,1/24/2022,20:00,7.79,1.56,0.4,13.3,31.2,0.2,39.94,13.99,165.54,14.37
1/24/2022 21:00,1/24/2022,21:00,7.77,1.49,0.4,10.9,31.1,0.21,39.79,9.06,164.93,14.51
1/24/2022 22:00,1/24/2022,22:00,7.77,1.42,0.4,10.4,31.1,0.2,40.41,8.54,167.45,14.87
1/29/2022 18:00,1/29/2022,18:00,7.89,1.73,0.5,11,32.9,0.27,43.45,9.62,179.89,11.8
1/29/2022 19:00,1/29/2022,19:00,7.88,1.82,0.5,10.9,33.1,0.3,47.14,10.14,195,12.18
1/29/2022 20:00,1/29/2022,20:00,7.87,1.79,0.5,8.5,33.4,0.31,50.27,6.71,207.82,12.54
1/29/2022 21:00,1/29/2022,21:00,7.86,1.75,0.5,7.1,33.3,0.31,51.03,5.14,210.94,12.32
1/29/2022 22:00,1/29/2022,22:00,7.86,1.85,0.5,6.5,33.1,0.33,50.72,4.7,209.67,12.33
1/29/2022 23:00,1/29/2022,23:00,7.85,1.81,0.5,6.3,33,0.33,51.95,3.45,214.68,12.18
1/30/2022 0:00,1/30/2022,0:00,7.85,1.82,0.5,8.3,33.1,0.4,54.67,7.64,225.82,12.63
1/30/2022 1:00,1/30/2022,1:00,7.85,2,0.5,8.7,32.6,0.51,54.07,8.23,223.38,11.85
1/30/2022 2:00,1/30/2022,2:00,7.83,1.75,0.5,8.3,32.6,0.47,56,5.31,231.29,12.27
1/30/2022 3:00,1/30/2022,3:00,7.83,1.86,0.5,7.5,32.4,0.45,54.89,5.71,226.74,11.87
1/30/2022 4:00,1/30/2022,4:00,7.82,1.76,0.5,7.1,32.5,0.42,54.66,3.71,225.8,12.13
1/30/2022 5:00,1/30/2022,5:00,7.82,1.84,0.5,7.2,32.4,0.42,54.49,3.92,225.11,11.83
1/30/2022 6:00,1/30/2022,6:00,7.82,1.82,0.5,7.3,32.3,0.4,52.49,4.17,216.91,12.19
1/30/2022 7:00,1/30/2022,7:00,7.82,1.74,0.5,7.2,32.4,0.38,52.2,4.09,215.72,12.12
1/30/2022 8:00,1/30/2022,8:00,7.82,1.85,0.5,7.5,32.5,0.39,51.32,4.84,212.11,12.13
1/30/2022 9:00,1/30/2022,9:00,7.82,1.62,0.5,7.6,32.5,0.39,51.74,4.22,213.84,12.21
1/30/2022 10:00,1/30/2022,10:00,7.86,2.12,0.5,6.9,32.5,0.38,51.87,3.98,214.34,12.28
1/30/2022 11:00,1/30/2022,11:00,7.87,2.09,0.5,7.6,32.6,0.37,52.05,4.29,215.12,12.13
1/30/2022 12:00,1/30/2022,12:00,7.87,2.16,0.5,7.1,32.9,0.38,51.88,4.04,214.41,11.63
1/30/2022 13:00,1/30/2022,13:00,7.89,2.15,0.4,14.5,31.7,0.39,42.27,7.38,175.08,10.31
1/30/2022 14:00,1/30/2022,14:00,7.87,1.35,0.4,20.4,31.6,0.32,38.04,19.78,157.75,9.24
1/30/2022 15:00,1/30/2022,15:00,7.88,1.25,0.4,17.3,32.1,0.32,40.44,15.13,167.56,10.54
1/30/2022 16:00,1/30/2022,16:00,7.87,1.29,0.4,13.6,32.4,0.33,43.71,10.94,180.95,11.26
1/30/2022 17:00,1/30/2022,17:00,7.88,1.24,0.5,15.4,32.4,0.37,46.15,13.87,190.95,11.62
1/30/2022 18:00,1/30/2022,18:00,7.9,1.29,0.5,17,32.1,0.4,46.95,16.64,194.24,11.83
1/30/2022 19:00,1/30/2022,19:00,7.91,1.29,0.5,14.3,31.9,0.42,46.04,12.02,190.51,11.99
1/30/2022 20:00,1/30/2022,20:00,7.9,1.5,0.5,12.6,31.7,0.39,44.16,10.65,182.8,11.07
1/30/2022 21:00,1/30/2022,21:00,7.89,1.72,0.4,16.2,30.9,0.37,40.4,12.21,167.42,10.46
1/30/2022 22:00,1/30/2022,22:00,7.88,1.62,0.4,16.3,30.5,0.36,38.3,12.31,158.8,10.16
1/30/2022 23:00,1/30/2022,23:00,7.87,1.35,0.4,16.3,30.1,0.37,36.12,12.82,149.91,10.55
1/31/2022 0:00,1/31/2022,0:00,7.87,1.47,0.4,16.1,29.9,0.36,35.23,11.07,146.25,10.22
1/31/2022 1:00,1/31/2022,1:00,7.89,1.34,0.4,15.6,29.9,0.38,37.39,12.83,155.1,11.29
1/31/2022 2:00,1/31/2022,2:00,7.88,1.46,0.4,14,29.9,0.37,38.52,9.02,159.69,11.21
1/31/2022 3:00,1/31/2022,3:00,7.87,1.47,0.3,15.8,28.9,0.33,33.1,10.48,137.54,9.59
1/31/2022 4:00,1/31/2022,4:00,7.83,1.49,0.3,20.9,28.5,0.27,29.45,23.3,122.56,8.83
1/31/2022 5:00,1/31/2022,5:00,7.82,1.55,0.3,23,28.2,0.24,28.18,19.09,117.4,9.01
1/31/2022 6:00,1/31/2022,6:00,7.86,1.33,0.4,17.6,29,0.27,34.49,13.31,143.21,10.69
1/31/2022 7:00,1/31/2022,7:00,7.87,1.54,0.4,14.5,29.4,0.31,38.73,10.45,160.57,11.22
1/31/2022 8:00,1/31/2022,8:00,7.91,1.5,0.4,13.7,29.6,0.34,40.69,8.28,168.59,11.55
1/31/2022 9:00,1/31/2022,9:00,7.88,1.56,0.4,13.1,30,0.35,41.52,9.91,172.01,11.48
1/31/2022 10:00,1/31/2022,10:00,7.89,1.7,0.4,14.7,30.2,0.34,40.15,6.55,166.4,11.14
1/31/2022 11:00,1/31/2022,11:00,7.87,0.68,0.4,16.5,30,0.34,36.33,10.53,150.76,10.22
1/31/2022 12:00,1/31/2022,12:00,7.85,1.33,0.3,21.7,30.3,0.35,33.91,18.95,140.85,9.37
1/31/2022 13:00,1/31/2022,13:00,7.87,0.85,0.4,22.4,31,0.36,34.08,21.61,141.53,10.51
1/31/2022 14:00,1/31/2022,14:00,7.92,0.46,0.4,36.5,31.6,0.33,34.89,43.51,144.86,10.86
1/31/2022 15:00,1/31/2022,15:00,7.88,1.13,0.4,26.8,31.6,0.31,36.91,32.35,153.13,11.53
1/31/2022 16:00,1/31/2022,16:00,7.9,0.94,0.4,21.8,31.9,0.35,40.82,21.23,169.14,12.19
1/31/2022 17:00,1/31/2022,17:00,7.92,0.88,0.4,17.7,31.8,0.38,41.73,16.11,172.87,12.49
1/31/2022 18:00,1/31/2022,18:00,7.9,0.86,0.4,25.9,31.3,0.35,40.61,15.68,168.27,11.7
1/31/2022 19:00,1/31/2022,19:00,7.86,0.3,0.3,202.6,29.4,0.29,37.03,264.37,153.6,10.09
1/31/2022 20:00,1/31/2022,20:00,7.78,1.01,0.2,297.5,27.6,0.2,44.47,428.7,184.05,8.95
1/31/2022 21:00,1/31/2022,21:00,7.72,1.25,0.2,246.6,27.2,0.16,39.42,360.9,163.42,8.39
1/31/2022 22:00,1/31/2022,22:00,7.69,1.08,0.2,159.9,27.2,0.15,33.03,233.08,137.25,9.9
1/31/2022 23:00,1/31/2022,23:00,7.7,1.18,0.2,92.2,27.7,0.16,28.72,127.92,119.58,10.65
2/1/2022 0:00,2/1/2022,0:00,7.74,1.24,0.3,67.8,28.4,0.18,30.48,90.04,126.78,10.66
2/1/2022 1:00,2/1/2022,1:00,7.76,1.15,0.3,55.7,28.5,0.19,30.77,62.79,127.98,11.11
2/1/2022 2:00,2/1/2022,2:00,7.76,1.19,0.3,44.8,28.6,0.19,31.1,45.4,129.34,10.53
2/1/2022 3:00,2/1/2022,3:00,7.78,1.46,0.3,42.2,28.7,0.2,31.77,40.04,132.09,11.36
2/1/2022 4:00,2/1/2022,4:00,7.79,1.13,0.3,35.6,28.7,0.2,32.39,28.44,134.63,11.8
2/1/2022 5:00,2/1/2022,5:00,7.79,1.27,0.4,33.8,28.7,0.21,33.23,24.14,138.06,11.86
2/1/2022 6:00,2/1/2022,6:00,7.79,1.05,0.4,30.4,28.7,0.21,34.16,22.35,141.87,11.02
2/1/2022 7:00,2/1/2022,7:00,7.82,1.05,0.4,30.9,28.9,0.24,36.76,21.4,152.53,11.5
2/1/2022 8:00,2/1/2022,8:00,7.85,1.05,0.4,29.4,29.4,0.27,40.91,21.26,169.5,12.62
2/1/2022 9:00,2/1/2022,9:00,7.87,1.01,0.4,30,29.3,0.27,36.31,17.08,150.67,10.61
2/1/2022 10:00,2/1/2022,10:00,7.83,1.2,0.4,29.1,29.4,0.24,35.81,19.12,148.63,10.66
2/1/2022 11:00,2/1/2022,11:00,7.83,0.73,0.4,27.8,29.9,0.27,35.47,18.46,147.24,10.39
2/1/2022 12:00,2/1/2022,12:00,7.84,0.58,0.4,25.3,30.7,0.29,35.96,15.34,149.25,10.42
2/1/2022 13:00,2/1/2022,13:00,7.88,0.96,0.4,24.5,31.4,0.3,34.96,12.29,145.13,10.7
2/1/2022 14:00,2/1/2022,14:00,7.88,1.11,0.4,25.2,31.5,0.27,34.36,10.28,142.69,10.29
2/1/2022 15:00,2/1/2022,15:00,7.87,0.94,0.4,24.1,31.4,0.25,35.83,11.11,148.7,9.7
2/1/2022 16:00,2/1/2022,16:00,7.87,0.54,0.4,32.3,30.7,0.26,31.75,25.87,131.97,9.59
2/1/2022 17:00,2/1/2022,17:00,7.88,0.54,0.3,28.7,30.3,0.27,30.46,18.76,126.72,8.13
2/1/2022 18:00,2/1/2022,18:00,7.88,0.16,0.3,25.5,29.8,0.29,28.72,12.68,119.58,7.03
2/1/2022 19:00,2/1/2022,19:00,7.9,0.08,0.3,23.5,29.2,0.32,28.44,9.35,118.47,5.96
2/1/2022 20:00,2/1/2022,20:00,7.93,0.06,0.3,21.7,28.8,0.32,27.67,9.13,115.32,6.5
2/1/2022 21:00,2/1/2022,21:00,7.94,0.04,0.3,20.2,28.3,0.34,27.06,4.23,112.81,6.47
2/1/2022 22:00,2/1/2022,22:00,7.95,0.04,0.3,19.4,27.9,0.35,26.56,3.04,110.74,6.56
2/1/2022 23:00,2/1/2022,23:00,7.97,0,0.3,25.4,28,0.36,26.13,3.27,108.98,7.65
2/2/2022 0:00,2/2/2022,0:00,7.97,0,0.3,24.6,27.9,0.36,25.97,7.37,108.32,6.32
2/2/2022 1:00,2/2/2022,1:00,7.97,0,0.3,25.9,27.4,0.36,25.79,6.52,107.62,6.81
2/2/2022 2:00,2/2/2022,2:00,7.98,0,0.3,22.9,27,0.36,25.59,6.32,106.79,6.41
2/2/2022 3:00,2/2/2022,3:00,7.98,0,0.3,22.8,26.6,0.36,25.42,5.92,106.07,6.02
2/2/2022 4:00,2/2/2022,4:00,7.97,0,0.3,22.3,26.3,0.36,25.28,5.7,105.5,5.89
2/2/2022 5:00,2/2/2022,5:00,7.98,0,0.3,20.3,26.1,0.37,25.14,5.33,104.95,6.01
2/2/2022 6:00,2/2/2022,6:00,7.98,0,0.3,19.4,25.8,0.37,25,5.63,104.35,5.95
2/2/2022 7:00,2/2/2022,7:00,7.99,0,0.3,18.8,25.7,0.38,24.9,5.39,103.96,6.03
2/2/2022 8:00,2/2/2022,8:00,7.98,0,0.3,21.5,25.5,0.38,24.82,4.93,103.62,6.18
2/2/2022 9:00,2/2/2022,9:00,8.01,0,0.3,20.6,25.5,0.39,24.74,4.98,103.32,6.5
2/2/2022 10:00,2/2/2022,10:00,7.99,0,0.3,19,25.5,0.36,24.72,4.72,103.23,6.73
2/2/2022 11:00,2/2/2022,11:00,7.97,0,0.3,18.7,25.7,0.35,24.78,4.91,103.46,6.9
2/2/2022 12:00,2/2/2022,12:00,8,0,0.3,18.9,25.9,0.35,24.7,4.23,103.15,7.17
2/2/2022 13:00,2/2/2022,13:00,7.98,0,0.3,18.5,26.2,0.34,24.76,3.83,103.37,7.14
2/2/2022 14:00,2/2/2022,14:00,8,0,0.3,18,26.4,0.33,24.81,3.51,103.6,7.22
2/2/2022 15:00,2/2/2022,15:00,7.98,0,0.3,17.7,26.5,0.33,24.81,4.33,103.57,7.1
2/2/2022 16:00,2/2/2022,16:00,7.97,0,0.3,16.3,26.5,0.34,24.84,4.44,103.71,7.03
2/2/2022 17:00,2/2/2022,17:00,7.96,0,0.3,16.7,26.5,0.34,24.8,3.9,103.53,7.2
2/2/2022 18:00,2/2/2022,18:00,7.94,0,0.3,16.3,26.4,0.34,24.77,4.59,103.43,7.33
2/2/2022 19:00,2/2/2022,19:00,7.95,0,0.3,16.7,26.3,0.33,24.79,4.31,103.51,7.35
2/2/2022 20:00,2/2/2022,20:00,7.96,0,0.3,17,26.2,0.37,24.4,4.1,101.93,7.75
2/2/2022 21:00,2/2/2022,21:00,7.99,0,0.3,17,26.1,0.39,23.85,3.04,99.64,8
2/2/2022 22:00,2/2/2022,22:00,8,0,0.3,17.1,25.9,0.39,23.61,2.7,98.66,7.71
2/2/2022 23:00,2/2/2022,23:00,8.01,0,0.3,17.2,25.8,0.39,23.56,2,98.46,7.45
2/3/2022 0:00,2/3/2022,0:00,7.99,0,0.3,17.3,25.6,0.4,23.5,1.73,98.22,7.26
2/3/2022 1:00,2/3/2022,1:00,7.97,0,0.3,17.5,25.4,0.4,23.45,1.74,98.01,7.13
2/3/2022 2:00,2/3/2022,2:00,7.98,0,0.3,17,25.2,0.4,23.37,1.39,97.7,7
2/3/2022 3:00,2/3/2022,3:00,8,0,0.3,18,25.1,0.4,23.32,1.18,97.48,7.05
2/3/2022 4:00,2/3/2022,4:00,8,0,0.3,18.2,25,0.4,23.3,1.33,97.39,7.46
2/3/2022 5:00,2/3/2022,5:00,8.01,0,0.3,18.4,24.8,0.4,23.3,1.89,97.4,7.95
2/3/2022 6:00,2/3/2022,6:00,8.01,0,0.3,18.4,24.7,0.4,23.27,1.61,97.27,7.97
2/3/2022 7:00,2/3/2022,7:00,8.02,0,0.3,18.6,24.6,0.4,23.27,1.69,97.29,7.94
2/3/2022 8:00,2/3/2022,8:00,8.02,0,0.3,18.5,24.6,0.4,23.25,2.28,97.19,7.91
2/3/2022 9:00,2/3/2022,9:00,8.04,0,0.3,18.7,24.6,0.4,23.26,2.44,97.23,7.92
2/3/2022 10:00,2/3/2022,10:00,8,0,0.3,18.9,24.8,0.39,23.28,2.83,97.33,7.87
2/3/2022 11:00,2/3/2022,11:00,7.99,0,0.3,19.2,25.1,0.41,23.32,2.72,97.5,8
2/3/2022 12:00,2/3/2022,12:00,8.03,0,0.3,19.3,25.5,0.42,23.42,3.36,97.9,8.29
2/3/2022 13:00,2/3/2022,13:00,8.68,4.53,0.5,6.3,27,0.11,0,85.95,0,28.7
2/3/2022 14:00,2/3/2022,14:00,8.59,4.68,0.6,7,26,0.06,0,88.27,0,47.3
2/3/2022 15:00,2/3/2022,15:00,7.87,2.27,0.4,13.4,29.8,0.16,35.14,25.5,145.87,19.11
2/3/2022 16:00,2/3/2022,16:00,7.77,2.41,0.3,24,28.1,0.13,26.55,54.32,110.72,14.94
2/3/2022 17:00,2/3/2022,17:00,7.87,2.08,0.3,22.2,28.3,0.15,28.67,46.91,119.4,14.89
2/3/2022 18:00,2/3/2022,18:00,7.84,2.05,0.4,16.4,29,0.16,34.72,31.57,144.18,15.62
2/3/2022 19:00,2/3/2022,19:00,7.8,1.79,0.3,25.9,28.1,0.15,29.41,55.22,122.4,13.72
2/3/2022 20:00,2/3/2022,20:00,7.75,1.63,0.3,21.2,27.5,0.13,26.05,40.86,108.68,12.18
2/3/2022 21:00,2/3/2022,21:00,7.74,1.72,0.3,19.2,27.5,0.13,26.57,38.92,110.78,11.68
2/3/2022 22:00,2/3/2022,22:00,7.77,1.57,0.3,19,28,0.14,31.54,35.36,131.15,13.11
2/3/2022 23:00,2/3/2022,23:00,7.79,1.63,0.4,15.2,28.6,0.14,35.56,25.04,147.6,13.54
2/4/2022 0:00,2/4/2022,0:00,7.8,1.55,0.4,12.5,28.8,0.15,37.42,16.81,155.22,13.51
2/4/2022 1:00,2/4/2022,1:00,7.85,1.59,0.4,10.9,28.7,0.18,36.42,13.39,151.11,12.7
2/4/2022 2:00,2/4/2022,2:00,7.83,1.43,0.4,10.8,29.1,0.19,40,13.27,165.76,0.13
2/4/2022 3:00,2/4/2022,3:00,7.82,1.34,0.4,10.7,29,0.2,40.07,12.77,166.06,13.05
2/4/2022 4:00,2/4/2022,4:00,7.82,1.28,0.4,9.4,29.1,0.21,40.64,9.16,168.38,12.98
2/4/2022 5:00,2/4/2022,5:00,7.83,1.16,0.4,8.7,29.2,0.22,41.91,6.74,173.6,13.22
2/4/2022 6:00,2/4/2022,6:00,7.82,0.81,0.4,8.5,29.1,0.24,42.39,6.21,175.56,12.92
2/4/2022 7:00,2/4/2022,7:00,7.83,1.02,0.4,8.6,28.7,0.26,40.21,6.2,166.62,11.98
2/4/2022 8:00,2/4/2022,8:00,7.85,0.77,0.4,9.7,29,0.31,41.01,10.22,169.9,12.99
2/4/2022 9:00,2/4/2022,9:00,7.84,0.87,0.4,9.1,29.4,0.32,41.59,7.43,172.27,12.68
2/4/2022 10:00,2/4/2022,10:00,7.85,0.75,0.4,9.3,29.7,0.37,40.14,7.37,166.35,11.42
2/4/2022 11:00,2/4/2022,11:00,7.84,0.55,0.4,10.2,30.2,0.42,40.71,10.89,168.7,13.07
2/4/2022 12:00,2/4/2022,12:00,7.9,0.61,0.4,10.4,31.1,0.47,40.88,11.9,169.38,13.6
2/4/2022 13:00,2/4/2022,13:00,7.87,0.41,0.4,17.1,30.3,0.35,34.59,27.29,143.61,9.65
2/4/2022 14:00,2/4/2022,14:00,7.85,0.68,0.4,13.6,30.3,0.3,35.53,19.61,147.49,11.81
2/4/2022 15:00,2/4/2022,15:00,7.81,0.17,0.2,70.2,26.8,0.18,25.32,225.52,105.66,7.74
2/4/2022 16:00,2/4/2022,16:00,7.72,0.76,0.1,170.8,25.3,0.09,39.35,464.45,163.11,6.46
2/4/2022 17:00,2/4/2022,17:00,7.66,0.75,0.1,153.5,25.3,0.07,39.13,422.14,162.21,8.31
2/4/2022 18:00,2/4/2022,18:00,7.63,0.82,0.1,129.3,25.3,0.06,35.73,336.9,148.27,7.63
2/4/2022 19:00,2/4/2022,19:00,7.59,0.75,0.1,100.1,25.5,0.06,32.17,263.02,133.74,8.55
2/4/2022 20:00,2/4/2022,20:00,7.56,0.83,0.1,109.2,25.5,0.05,33.74,300.83,140.14,8.75
2/4/2022 21:00,2/4/2022,21:00,7.6,0.71,0.1,86.5,25.7,0.06,31.28,222.29,130.06,8.81
2/4/2022 22:00,2/4/2022,22:00,7.63,0.9,0.1,85.2,25.8,0.05,31.22,221.16,129.82,9.01
2/4/2022 23:00,2/4/2022,23:00,7.65,0.91,0.2,68.9,25.9,0.06,29.56,164.02,123.04,8.8
2/5/2022 0:00,2/5/2022,0:00,7.66,0.82,0.2,61.1,26.1,0.07,28.55,138.76,118.91,8.97
2/5/2022 1:00,2/5/2022,1:00,7.66,0.72,0.2,53.8,26.2,0.08,28.25,106.58,117.67,9.4
2/5/2022 2:00,2/5/2022,2:00,7.68,0.71,0.2,49.1,26.2,0.09,28.54,88.83,118.86,9.56
2/5/2022 3:00,2/5/2022,3:00,7.7,0.62,0.2,44.9,26.3,0.11,28.99,77.39,120.71,9.6
2/5/2022 4:00,2/5/2022,4:00,7.7,0.43,0.2,43.4,26.3,0.11,28.48,68.64,118.6,9.44
2/5/2022 5:00,2/5/2022,5:00,7.7,0.59,0.2,40.6,26.2,0.11,28.16,60.17,117.29,9.38
2/5/2022 6:00,2/5/2022,6:00,7.73,0.74,0.2,37.6,26.4,0.12,28.52,51.75,118.8,9.64
2/5/2022 7:00,2/5/2022,7:00,7.76,1.1,0.2,42.1,26.3,0.1,28.6,71.56,119.11,9.92
2/5/2022 8:00,2/5/2022,8:00,7.77,0.87,0.3,36.1,26.7,0.12,28.58,48.08,119.03,10.05
2/5/2022 9:00,2/5/2022,9:00,7.78,0.73,0.3,35.8,26.9,0.12,28.88,46.6,120.24,10.14
2/5/2022 10:00,2/5/2022,10:00,7.83,0.53,0.3,39,27.1,0.12,29.15,58.1,121.34,10.78
2/5/2022 11:00,2/5/2022,11:00,7.85,0.75,0.3,34.1,27.7,0.14,29.43,44.81,122.52,10.08
2/5/2022 12:00,2/5/2022,12:00,7.81,0.55,0.3,33,27.8,0.13,27.46,38.36,114.43,9.16
2/5/2022 13:00,2/5/2022,13:00,7.83,0.49,0.3,32.9,28.3,0.14,28.59,39.48,119.08,10.72
2/5/2022 14:00,2/5/2022,14:00,7.84,0.25,0.3,30.7,28.3,0.14,28.06,37.74,116.9,9.56
2/5/2022 15:00,2/5/2022,15:00,7.82,0.54,0.3,31.2,28.3,0.13,25.82,41.32,107.72,9.6
2/5/2022 16:00,2/5/2022,16:00,7.83,0.19,0.3,33,28.3,0.16,27.51,45.97,114.64,11.93
2/5/2022 17:00,2/5/2022,17:00,7.83,0.5,0.3,39.9,28,0.15,27.14,63.97,113.11,9.18
2/5/2022 18:00,2/5/2022,18:00,7.8,0.57,0.3,42.7,27.8,0.13,27.9,74.8,116.26,11.56
2/5/2022 19:00,2/5/2022,19:00,7.8,0.87,0.3,38.7,27.6,0.13,25.41,60.87,106.05,8.52
2/5/2022 20:00,2/5/2022,20:00,7.79,0.72,0.3,33.7,27.6,0.14,27.64,46.49,115.16,10.53
2/5/2022 21:00,2/5/2022,21:00,7.8,0.61,0.3,33,27.8,0.15,29.18,42.2,121.47,10.76
2/5/2022 22:00,2/5/2022,22:00,7.81,0.72,0.3,30.6,27.9,0.15,30.28,33.74,125.96,10.98
2/5/2022 23:00,2/5/2022,23:00,7.81,0.42,0.3,28.9,27.9,0.15,30.08,28.97,125.17,11.18
2/6/2022 0:00,2/6/2022,0:00,7.81,0.48,0.3,28.1,27.9,0.15,30.56,24.47,127.11,11.49
2/6/2022 1:00,2/6/2022,1:00,7.82,0.41,0.3,27.9,27.7,0.16,31.13,24.11,129.45,11.63
2/6/2022 2:00,2/6/2022,2:00,7.83,0.88,0.3,28.1,27.6,0.16,31.53,23.18,131.08,11.71
2/6/2022 3:00,2/6/2022,3:00,7.83,1.1,0.3,30.8,27.3,0.15,31.74,37.72,131.96,11.73
2/6/2022 4:00,2/6/2022,4:00,7.85,0.95,0.3,28.9,27.6,0.17,33.07,25.12,137.39,11.82
2/6/2022 5:00,2/6/2022,5:00,7.84,0.99,0.3,29,27.5,0.17,31.69,20.27,131.73,10.54
2/6/2022 6:00,2/6/2022,6:00,7.84,0.85,0.3,37.2,27.6,0.17,32.75,19.58,136.09,11.73
2/6/2022 7:00,2/6/2022,7:00,7.83,0.89,0.3,38,27.5,0.16,30.25,12.12,125.86,10.61
2/6/2022 8:00,2/6/2022,8:00,7.81,0.74,0.3,51.2,27.6,0.17,31.22,17.16,129.84,11.6
2/6/2022 9:00,2/6/2022,9:00,7.82,0.48,0.3,22.4,27.7,0.18,30.94,15.47,128.67,11.31
2/6/2022 10:00,2/6/2022,10:00,7.83,0.64,0.3,24.1,28.1,0.21,32.12,17.87,133.53,12.22
2/6/2022 11:00,2/6/2022,11:00,7.85,0.36,0.4,22.4,28.8,0.21,32.49,15.86,135.01,11.96
2/6/2022 12:00,2/6/2022,12:00,7.9,0.36,0.4,22.5,28.7,0.22,34.35,17.67,142.65,13.48
2/6/2022 13:00,2/6/2022,13:00,7.91,0.48,0.4,17.4,28.9,0.23,35.08,14.36,145.61,13.91
2/6/2022 14:00,2/6/2022,14:00,7.93,0.37,0.4,16.3,29.1,0.24,36.16,15.08,150.07,14.1
2/6/2022 15:00,2/6/2022,15:00,7.92,0.23,0.4,17.2,29.2,0.23,32.28,6.7,134.19,11.35
2/6/2022 16:00,2/6/2022,16:00,7.92,0.27,0.4,16.3,29.3,0.23,34.21,12.68,142.08,11.41
2/6/2022 17:00,2/6/2022,17:00,7.9,0.33,0.4,15.5,29.3,0.24,34.38,14.93,142.77,13.17
2/6/2022 18:00,2/6/2022,18:00,7.87,0.24,0.4,16.4,29.4,0.23,35.27,11.64,146.43,14.13
2/6/2022 19:00,2/6/2022,19:00,7.88,0.23,0.4,15.7,29.6,0.26,39.61,9.68,164.16,14.87
2/6/2022 20:00,2/6/2022,20:00,7.89,0.13,0.4,14.9,29.4,0.28,41.22,10.18,170.77,14.49
2/6/2022 21:00,2/6/2022,21:00,7.89,0.2,0.4,14.2,29.3,0.29,41.92,9.91,173.62,14.65
2/6/2022 22:00,2/6/2022,22:00,7.87,0.34,0.4,15.3,29,0.29,37.82,6.44,156.85,12.19
2/6/2022 23:00,2/6/2022,23:00,7.86,0.28,0.4,14.7,29.1,0.29,40.41,9.19,167.45,14.2
2/7/2022 0:00,2/7/2022,0:00,7.87,0.38,0.4,14.4,28.8,0.31,40.29,7.73,166.94,14.11
2/7/2022 1:00,2/7/2022,1:00,7.87,0.02,0.4,14.1,28.6,0.3,36.63,5.1,151.99,12.17
2/7/2022 2:00,2/7/2022,2:00,7.85,0.39,0.4,14.6,28.7,0.31,40.23,8.2,166.72,13.87
2/7/2022 3:00,2/7/2022,3:00,7.88,0.4,0.4,15.4,28.6,0.33,41.73,8.96,172.84,14.19
2/7/2022 4:00,2/7/2022,4:00,7.88,0.5,0.5,14.1,28.7,0.33,42.97,7,177.92,14.28
2/7/2022 5:00,2/7/2022,5:00,7.89,0.56,0.4,13.8,28.2,0.32,39.54,3.6,163.89,12.97
2/7/2022 6:00,2/7/2022,6:00,7.88,0.4,0.4,14.3,27.8,0.3,36.99,4.66,153.45,12.27
2/7/2022 7:00,2/7/2022,7:00,7.86,0.53,0.3,15.5,27.2,0.27,32.68,5.87,135.81,11.28
2/7/2022 8:00,2/7/2022,8:00,7.84,0.46,0.3,16.2,27,0.24,30.43,11.3,126.59,10.4
2/7/2022 9:00,2/7/2022,9:00,7.83,0.55,0.3,20.1,26.8,0.23,28.82,13.97,120,10.48
2/7/2022 10:00,2/7/2022,10:00,7.82,0.56,0.3,21,26.6,0.21,26.5,18.9,110.49,9.84
2/7/2022 11:00,2/7/2022,11:00,7.81,0.09,0.3,20.7,27.3,0.21,28.47,24.86,118.59,10.86
